,Total,Short,Medium,Long,,Expected,,,Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
466,Youri Tielemans,be BEL,MF,Aston Villa,27-268,1997,21.7,1020,1258,81.1,17433,6261,475,532,89.3,446,512,87.1,85,168,50.6,4,4.4,4.0,-0.4,42,136,26,3,141,Matches,,,,,,,,,
467,Kieran Tierney,sct SCO,"FW,DF",Arsenal,27-239,1997,0.2,4,6,66.7,37,7,3,3,100.0,0,0,,0,1,0.0,0,0.3,0.2,-0.3,1,0,0,0,0,Matches,,,,,,,,,
468,Jurriën Timber,nl NED,DF,Arsenal,23-227,2001,18.5,777,911,85.3,11230,3280,441,481,91.7,303,358,84.6,19,35,54.3,1,0.7,1.0,+0.3,14,67,10,2,84,Matches,,,,,,,,,
469,Jean-Clair Todibo,fr FRA,DF,West Ham,25-031,1999,9.6,412,465,88.6,7717,2698,128,138,92.8,255,267,95.5,27,51,52.9,0,0.0,0.0,0.0,2,15,0,0,17,Matches,,,,,,,,,
470,Harry Toffolo,eng ENG,DF,Nott'ham Forest,29-164,1995,0.5,25,34,73.5,338,192,18,20,90.0,7,9,77.8,0,3,0.0,0,0.0,0.0,0.0,0,1,0,0,2,Matches,,,,,,,,,
471,Takehiro Tomiyasu,jp JPN,DF,Arsenal,26-086,1998,0.1,3,4,75.0,42,10,1,1,100.0,2,2,100.0,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,1,Matches,,,,,,,,,
472,Sandro Tonali,it ITA,MF,Newcastle Utd,24-267,2000,15.2,654,786,83.2,9957,2680,374,416,89.9,225,267,84.3,36,64,56.3,1,0.6,1.1,+0.4,9,59,12,2,64,Matches,,,,,,,,,
473,Pau Torres,es ESP,DF,Aston Villa,28-014,1997,17.2,936,1062,88.1,16190,6187,406,431,94.2,464,499,93.0,55,110,50.0,0,0.0,0.3,0.0,1,90,7,0,70,Matches,,,,,,,,,
474,Conor Townsend,eng ENG,"DF,MF",Ipswich Town,31-332,1993,0.5,18,29,62.1,327,147,9,10,90.0,7,9,77.8,2,9,22.2,0,0.2,0.1,-0.2,2,2,1,1,1,Matches,,,,,,,,,
475,Adama Traoré,es ESP,"FW,MF",Fulham,29-005,1996,11.6,260,364,71.4,3807,838,156,196,79.6,73,102,71.6,17,31,54.8,3,3.0,2.6,0.0,26,19,18,10,37,Matches,,,,,,,,,
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches,,,,,,,,,
476,Mark Travers,ie IRL,GK,Bournemouth,25-257,1999,5.0,100,142,70.4,3469,2692,6,6,100.0,51,53,96.2,43,83,51.8,0,0.0,0.0,0.0,0,3,0,0,0,Matches,,,,,,,,,
477,Ryan Trevitt,eng ENG,MF,Brentford,21-324,2003,0.0,4,7,57.1,73,23,1,2,50.0,3,3,100.0,0,0,,0,0.0,0.0,0.0,0,1,0,0,0,Matches,,,,,,,,,
478,Kieran Trippier,eng ENG,DF,Newcastle Utd,34-133,1990,5.7,454,548,82.8,7518,2415,235,250,94.0,180,207,87.0,31,71,43.7,0,0.2,0.5,-0.2,5,28,4,0,36,Matches,,,,,,,,,
479,Leandro Trossard,be BEL,FW,Arsenal,30-057,1994,15.2,367,513,71.5,6296,1914,185,223,83.0,138,188,73.4,34,58,58.6,4,4.0,2.4,0.0,24,26,32,8,60,Matches,,,,,,,,,
480,Kostas Tsimikas,gr GRE,DF,Liverpool,28-263,1996,3.8,253,296,85.5,4160,1508,130,134,97.0,95,107,88.8,20,43,46.5,1,1.0,1.0,0.0,6,25,3,0,39,Matches,,,,,,,,,
481,Axel Tuanzebe,cd COD,DF,Ipswich Town,27-077,1997,9.9,318,388,82.0,4805,1856,178,201,88.6,120,146,82.2,14,24,58.3,0,0.2,0.1,-0.2,3,25,0,0,20,Matches,,,,,,,,,
482,Destiny Udogie,it ITA,DF,Tottenham,22-063,2002,15.9,762,868,87.8,10869,3547,435,472,92.2,285,315,90.5,16,21,76.2,1,1.3,1.1,-0.3,13,70,5,1,97,Matches,,,,,,,,,
483,Manuel Ugarte Ribeiro,uy URU,MF,Manchester Utd,23-294,2001,11.0,458,510,89.8,7853,1674,217,240,90.4,192,199,96.5,43,54,79.6,0,0.5,0.5,-0.5,6,36,3,1,36,Matches,,,,,,,,,
484,Lesley Ugochukwu,fr FRA,MF,Southampton,20-310,2004,7.4,268,311,86.2,3992,861,136,147,92.5,115,124,92.7,5,13,38.5,1,0.5,0.2,+0.5,5,33,4,1,29,Matches,,,,,,,,,
485,Enes Ünal,tr TUR,"FW,MF",Bournemouth,27-265,1997,3.8,63,99,63.6,685,192,40,52,76.9,17,28,60.7,0,1,0.0,1,0.4,0.3,+0.6,4,4,4,0,12,Matches,,,,,,,,,
486,Virgil van Dijk,nl NED,DF,Liverpool,33-206,1991,22.0,1587,1726,91.9,27999,11544,689,715,96.4,771,806,95.7,111,172,64.5,1,0.4,0.6,+0.6,8,153,3,0,98,Matches,,,,,,,,,
487,Jamie Vardy,eng ENG,FW,Leicester City,38-019,1987,19.1,158,237,66.7,2249,273,88,118,74.6,49,65,75.4,10,14,71.4,3,2.4,2.1,+0.6,13,7,8,1,17,Matches,,,,,,,,,
488,Renato Veiga,pt POR,"DF,MF",Chelsea,21-185,2003,2.0,118,139,84.9,2171,435,45,51,88.2,55,61,90.2,13,21,61.9,0,0.0,0.2,0.0,0,6,1,0,7,Matches,,,,,,,,,
489,Joël Veltman,nl NED,DF,Brighton,33-015,1992,16.3,639,807,79.2,10710,2826,323,359,90.0,254,320,79.4,55,89,61.8,0,0.5,1.3,-0.5,6,50,8,5,70,Matches,,,,,,,,,
490,Micky van de Ven,nl NED,DF,Tottenham,23-286,2001,8.8,589,645,91.3,11030,3317,180,196,91.8,369,383,96.3,35,53,66.0,2,1.2,0.7,+0.8,2,41,1,0,43,Matches,,,,,,,,,
491,Bart Verbruggen,nl NED,GK,Brighton,22-165,2002,21.0,638,803,79.5,14990,10284,192,193,99.5,293,298,98.3,150,305,49.2,0,0.0,0.0,0.0,0,9,1,0,2,Matches,,,,,,,,,
492,Jannik Vestergaard,dk DEN,DF,Leicester City,32-180,1992,13.3,742,815,91.0,12378,4928,342,360,95.0,351,377,93.1,40,63,63.5,0,0.1,0.1,-0.1,2,30,1,0,22,Matches,,,,,,,,,
493,Guglielmo Vicario,it ITA,GK,Tottenham,28-115,1996,12.0,421,460,91.5,7911,4683,139,140,99.3,235,239,98.3,41,74,55.4,0,0.0,0.0,0.0,0,1,0,0,1,Matches,,,,,,,,,
494,Carlos Vinícius,br BRA,MF,Fulham,29-311,1995,0.0,0,1,0.0,0,0,0,1,0.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches,,,,,,,,,
495,Kyle Walker,eng ENG,DF,Manchester City,34-247,1990,10.8,724,826,87.7,11928,3918,367,388,94.6,305,334,91.3,42,82,51.2,0,0.4,1.3,-0.4,7,63,7,4,64,Matches,,,,,,,,,
496,Kyle Walker-Peters,eng ENG,DF,Southampton,27-292,1997,20.8,1045,1177,88.8,15787,4470,577,614,94.0,415,463,89.6,36,54,66.7,2,2.5,2.0,-0.5,18,74,22,2,94,Matches,,,,,,,,,
497,Christian Walton,eng ENG,GK,Ipswich Town,29-082,1995,6.0,152,226,67.3,4170,2976,41,41,100.0,69,71,97.2,42,114,36.8,0,0.0,0.0,0.0,1,1,0,0,0,Matches,,,,,,,,,
498,Aaron Wan-Bissaka,eng ENG,DF,West Ham,27-065,1997,21.0,848,1055,80.4,12110,4426,549,615,89.3,250,312,80.1,34,68,50.0,1,1.4,1.6,-0.4,21,63,20,9,81,Matches,,,,,,,,,
499,Danny Ward,wls WAL,GK,Leicester City,31-222,1993,1.5,41,53,77.4,1162,949,6,6,100.0,20,20,100.0,15,27,55.6,0,0.0,0.0,0.0,0,2,0,0,0,Matches,,,,,,,,,
500,James Ward-Prowse,eng ENG,MF,West Ham,30-090,1994,0.2,11,15,73.3,150,61,6,6,100.0,4,5,80.0,0,3,0.0,0,0.0,0.0,0.0,0,2,0,0,4,Matches,,,,,,,,,
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches,,,,,,,,,
501,James Ward-Prowse,eng ENG,MF,Nott'ham Forest,30-090,1994,4.4,145,182,79.7,2296,768,82,88,93.2,53,61,86.9,8,23,34.8,1,1.1,0.8,-0.1,4,16,2,0,16,Matches,,,,,,,,,
502,Ollie Watkins,eng ENG,FW,Aston Villa,29-031,1995,17.7,185,245,75.5,2278,397,118,148,79.7,50,58,86.2,4,6,66.7,5,2.5,1.4,+2.5,19,8,4,0,14,Matches,,,,,,,,,
503,Adam Webster,eng ENG,DF,Brighton,30-026,1995,1.9,162,179,90.5,3078,1216,52,55,94.5,95,99,96.0,12,19,63.2,0,0.0,0.1,0.0,0,16,0,0,20,Matches,,,,,,,,,
504,Danny Welbeck,eng ENG,FW,Brighton,34-065,1990,14.3,251,299,83.9,3054,642,155,182,85.2,62,71,87.3,7,7,100.0,2,0.5,0.5,+1.5,12,11,9,0,32,Matches,,,,,,,,,
505,Timo Werner,de GER,"FW,MF",Tottenham,28-330,1996,5.6,155,233,66.5,2327,585,79,96,82.3,59,84,70.2,7,18,38.9,3,2.5,1.5,+0.5,10,3,15,2,29,Matches,,,,,,,,,
506,Adam Wharton,eng ENG,MF,Crystal Palace,20-242,2004,6.9,285,362,78.7,5362,1871,108,125,86.4,138,160,86.3,34,59,57.6,0,0.6,0.6,-0.6,8,39,11,2,61,Matches,,,,,,,,,
507,Ben White,eng ENG,DF,Arsenal,27-114,1997,7.7,294,352,83.5,4830,1659,150,164,91.5,123,142,86.6,14,32,43.8,1,0.4,0.4,+0.6,3,27,6,1,30,Matches,,,,,,,,,
508,Mats Wieffer,nl NED,MF,Brighton,25-075,1999,5.2,288,334,86.2,4795,1331,131,142,92.3,127,143,88.8,21,28,75.0,1,0.6,0.2,+0.4,5,29,1,0,34,Matches,,,,,,,,,
509,Neco Williams,wls WAL,DF,Nott'ham Forest,23-292,2001,13.8,367,492,74.6,5576,2395,222,247,89.9,114,164,69.5,20,46,43.5,1,0.6,0.5,+0.4,7,25,12,4,40,Matches,,,,,,,,,
510,Joe Willock,eng ENG,"MF,FW",Newcastle Utd,25-163,1999,6.6,168,206,81.6,2341,504,108,122,88.5,54,65,83.1,4,10,40.0,1,1.4,0.6,-0.4,13,15,4,0,24,Matches,,,,,,,,,
511,Callum Wilson,eng ENG,"FW,MF",Newcastle Utd,32-338,1992,0.7,6,8,75.0,63,0,2,2,100.0,2,2,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches,,,,,,,,,
512,Harry Wilson,wls WAL,"FW,MF",Fulham,27-314,1997,9.3,249,335,74.3,4168,1112,128,150,85.3,96,119,80.7,21,51,41.2,1,1.0,0.9,0.0,17,21,11,0,42,Matches,,,,,,,,,
513,Harry Winks,eng ENG,MF,Leicester City,28-363,1996,15.2,783,897,87.3,12103,4496,411,444,92.6,307,337,91.1,39,68,57.4,2,1.2,1.5,+0.8,15,96,7,5,88,Matches,,,,,,,,,
514,Ben Winterburn,eng ENG,MF,Bournemouth,20-148,2004,0.1,1,2,50.0,21,16,0,1,0.0,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches,,,,,,,,,
515,Yoane Wissa,cd COD,FW,Brentford,28-149,1996,17.5,274,357,76.8,4032,911,164,196,83.7,84,108,77.8,16,28,57.1,2,1.3,0.8,+0.7,15,28,3,0,36,Matches,,,,,,,,,
516,Chris Wood,nz NZL,FW,Nott'ham Forest,33-054,1991,20.4,202,317,63.7,2725,603,129,186,69.4,48,77,62.3,11,16,68.8,2,1.5,0.4,+0.5,10,10,6,1,23,Matches,,,,,,,,,
517,Nathan Wood-Gordon,eng ENG,DF,Southampton,22-244,2002,6.4,346,370,93.5,5838,1446,148,155,95.5,178,184,96.7,16,23,69.6,0,0.0,0.0,0.0,1,10,0,0,16,Matches,,,,,,,,,
518,Luke Woolfenden,eng ENG,DF,Ipswich Town,26-101,1998,8.2,321,362,88.7,5746,2019,131,136,96.3,164,173,94.8,23,45,51.1,0,0.0,0.0,0.0,0,20,0,0,13,Matches,,,,,,,,,
519,Yehor Yarmoliuk,ua UKR,"MF,FW",Brentford,20-335,2004,6.9,274,333,82.3,4482,1067,145,174,83.3,98,117,83.8,23,26,88.5,0,0.2,0.3,-0.2,4,28,5,2,27,Matches,,,,,,,,,
520,Ryan Yates,eng ENG,MF,Nott'ham Forest,27-070,1997,16.2,484,580,83.4,6885,1395,270,304,88.8,162,183,88.5,21,35,60.0,0,0.7,0.4,-0.7,12,36,3,0,37,Matches,,,,,,,,,
521,Leny Yoro,fr FRA,DF,Manchester Utd,19-078,2005,5.1,268,291,92.1,4320,1354,131,135,97.0,125,131,95.4,10,19,52.6,0,0.0,0.0,0.0,0,16,0,0,20,Matches,,,,,,,,,
522,Ashley Young,eng ENG,DF,Everton,39-205,1985,16.4,570,804,70.9,10429,4784,277,314,88.2,220,285,77.2,68,171,39.8,3,1.4,1.5,+1.6,18,67,16,7,79,Matches,,,,,,,,,
523,Illia Zabarnyi,ua UKR,DF,Bournemouth,22-151,2002,23.0,889,1104,80.5,19043,7181,240,263,91.3,511,569,89.8,131,252,52.0,0,0.5,0.4,-0.5,9,88,5,0,84,Matches,,,,,,,,,
524,Oleksandr Zinchenko,ua UKR,"DF,MF",Arsenal,28-046,1996,2.7,169,209,80.9,2665,654,95,104,91.3,64,78,82.1,7,17,41.2,0,0.0,0.1,0.0,1,13,1,0,19,Matches,,,,,,,,,
525,Joshua Zirkzee,nl NED,"FW,MF",Manchester Utd,23-253,2001,9.6,179,251,71.3,2258,616,122,154,79.2,38,50,76.0,5,9,55.6,1,1.4,0.8,-0.4,11,16,5,0,27,Matches,,,,,,,,,
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches,,,,,,,,,
526,Martin Ødegaard,no NOR,MF,Arsenal,26-044,1998,13.3,609,731,83.3,9272,2723,342,372,91.9,221,251,88.0,31,63,49.2,3,2.4,3.3,+0.6,32,69,46,5,134,Matches,,,,,,,,,
